key	query	seed_ortholog	evalue	score	eggNOG_OGs	description	preferred_name	GOs	KEGG_ko	KEGG_pathway	brite	PFAMs
776	SEH36099.1	1338011.BD94_2715	1.16e-57	185.0	COG4974@1|root,COG4974@2|Bacteria,4NGB5@976|Bacteroidetes,1HXP1@117743|Flavobacteriia	Phage integrase family	-	-	-	-	-	Phage_int_SAM_4,Phage_integrase
776	SEH36110.1	1338011.BD94_3735	2.4e-262	720.0	COG0517@1|root,COG0517@2|Bacteria,4NHKP@976|Bacteroidetes,1HYR8@117743|Flavobacteriia	Putative transposase	-	-	-	-	-	Y2_Tnp,Zn_Tnp_IS91
776	SEH36116.1	1189620.AJXL01000167_gene2584	1.28e-142	436.0	COG0444@1|root,COG0444@2|Bacteria,4PKU1@976|Bacteroidetes,1HXPH@117743|Flavobacteriia	AAA domain, putative AbiEii toxin, Type IV TA system	-	-	-	-	-	AAA_21,DUF4435
776	SEH36123.1	1121285.AUFK01000016_gene3556	0.0	981.0	COG0459@1|root,COG0459@2|Bacteria,4NDZM@976|Bacteroidetes,1HX8K@117743|Flavobacteriia,3ZQVI@59732|Chryseobacterium	Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions	groL	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006457,GO:0006458,GO:0008150,GO:0009987,GO:0016465,GO:0032991,GO:0044183,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0051082,GO:0061077,GO:0101031,GO:1990220	ko:K04077	ko03018,ko04212,ko04940,ko05134,ko05152,map03018,map04212,map04940,map05134,map05152	ko00000,ko00001,ko03019,ko03029,ko03110,ko04147	Cpn60_TCP1
776	SEH36129.1	1121285.AUFK01000016_gene3555	1.07e-57	179.0	COG0234@1|root,COG0234@2|Bacteria,4NS7D@976|Bacteroidetes,1I3WW@117743|Flavobacteriia,3ZS7M@59732|Chryseobacterium	Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter	groS	GO:0003674,GO:0005488,GO:0005515,GO:0006457,GO:0006458,GO:0006950,GO:0006986,GO:0008150,GO:0009987,GO:0010033,GO:0035966,GO:0042221,GO:0043167,GO:0043169,GO:0046872,GO:0050896,GO:0051082,GO:0051084,GO:0051085,GO:0051087,GO:0061077	ko:K04078	-	ko00000,ko03029,ko03110	Cpn10
776	SEH36137.1	1121285.AUFK01000016_gene3553	1.59e-208	580.0	COG4948@1|root,COG4948@2|Bacteria,4NEBX@976|Bacteroidetes,1HY3V@117743|Flavobacteriia,3ZNQP@59732|Chryseobacterium	mandelate racemase	menC	-	-	-	-	MR_MLE_C
776	SEH36144.1	1121285.AUFK01000016_gene3552	5.73e-240	660.0	COG0158@1|root,COG0158@2|Bacteria,4NG06@976|Bacteroidetes,1HX4M@117743|Flavobacteriia,3ZP87@59732|Chryseobacterium	Catalyzes the formation of D-fructose 6-phosphate from fructose-1,6-bisphosphate	fbp	-	ko:K03841	ko00010,ko00030,ko00051,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko04152,ko04910,map00010,map00030,map00051,map00680,map00710,map01100,map01110,map01120,map01130,map01200,map04152,map04910	ko00000,ko00001,ko00002,ko01000,ko04147	FBPase
776	SEH36152.1	1121285.AUFK01000016_gene3551	2.15e-281	771.0	COG0527@1|root,COG0527@2|Bacteria,4NF0M@976|Bacteroidetes,1HWT8@117743|Flavobacteriia,3ZQKP@59732|Chryseobacterium	Belongs to the aspartokinase family	lysC	-	ko:K00928	ko00260,ko00261,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01210,ko01230,map00260,map00261,map00270,map00300,map01100,map01110,map01120,map01130,map01210,map01230	ko00000,ko00001,ko00002,ko01000	AA_kinase
776	SEH36158.1	1121285.AUFK01000016_gene3550	0.0	1126.0	COG0204@1|root,COG3176@1|root,COG0204@2|Bacteria,COG3176@2|Bacteria,4NF25@976|Bacteroidetes,1HXD1@117743|Flavobacteriia,3ZPPH@59732|Chryseobacterium	Glycerol acyltransferase	-	-	-	-	-	Acetyltransf_5,Acyltransferase
776	SEH36167.1	1233951.IO90_13430	2.29e-103	299.0	COG0669@1|root,COG0669@2|Bacteria,4NM84@976|Bacteroidetes,1I1BI@117743|Flavobacteriia,3HHZR@358033|Chryseobacterium	Reversibly transfers an adenylyl group from ATP to 4'- phosphopantetheine, yielding dephospho-CoA (dPCoA) and pyrophosphate	coaD	-	ko:K00954	ko00770,ko01100,map00770,map01100	ko00000,ko00001,ko00002,ko01000	CTP_transf_like
776	SEH36173.1	1121285.AUFK01000010_gene1732	2.85e-218	604.0	COG1181@1|root,COG1181@2|Bacteria,4NE9P@976|Bacteroidetes,1HXXI@117743|Flavobacteriia,3ZQEN@59732|Chryseobacterium	Belongs to the D-alanine--D-alanine ligase family	ddl	-	ko:K01921	ko00473,ko00550,ko01100,ko01502,map00473,map00550,map01100,map01502	ko00000,ko00001,ko01000,ko01011	Dala_Dala_lig_C,Dala_Dala_lig_N
776	SEH36177.1	1233951.IO90_13440	6.77e-70	212.0	COG0818@1|root,COG0818@2|Bacteria,4NQ39@976|Bacteroidetes,1I2YQ@117743|Flavobacteriia,3HI5U@358033|Chryseobacterium	Prokaryotic diacylglycerol kinase	dgkA	-	ko:K00901	ko00561,ko00564,ko01100,ko01110,ko04070,ko04072,ko05231,map00561,map00564,map01100,map01110,map04070,map04072,map05231	ko00000,ko00001,ko01000	DAGK_prokar
776	SEH36182.1	1121285.AUFK01000010_gene1730	3.59e-264	724.0	COG0592@1|root,COG0592@2|Bacteria,4NESB@976|Bacteroidetes,1HX2U@117743|Flavobacteriia,3ZP8C@59732|Chryseobacterium	Confers DNA tethering and processivity to DNA polymerases and other proteins. Acts as a clamp, forming a ring around DNA (a reaction catalyzed by the clamp-loading complex) which diffuses in an ATP-independent manner freely and bidirectionally along dsDNA. Initially characterized for its ability to contact the catalytic subunit of DNA polymerase III (Pol III), a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria	dnaN	-	ko:K02338	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	DNA_pol3_beta,DNA_pol3_beta_2,DNA_pol3_beta_3
