key	query	seed_ortholog	evalue	score	eggNOG_OGs	description	preferred_name	GOs	KEGG_ko	KEGG_pathway	brite	PFAMs
2124	QCC75976.1	110319.CF8_3797	1.87e-192	543.0	COG0592@1|root,COG0592@2|Bacteria,2GJK3@201174|Actinobacteria,4DN43@85009|Propionibacteriales	Confers DNA tethering and processivity to DNA polymerases and other proteins. Acts as a clamp, forming a ring around DNA (a reaction catalyzed by the clamp-loading complex) which diffuses in an ATP-independent manner freely and bidirectionally along dsDNA. Initially characterized for its ability to contact the catalytic subunit of DNA polymerase III (Pol III), a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria	dnaN	GO:0005575,GO:0005576,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944	ko:K02338	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	DNA_pol3_beta,DNA_pol3_beta_2,DNA_pol3_beta_3
2124	QCC75977.1	110319.CF8_3798	8.7e-186	522.0	COG1023@1|root,COG1023@2|Bacteria,2I2DH@201174|Actinobacteria,4DN6Y@85009|Propionibacteriales	6-phosphogluconate dehydrogenase, decarboxylating	gnd	-	ko:K00033	ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map00480,map01100,map01110,map01120,map01130,map01200	ko00000,ko00001,ko00002,ko01000	6PGD,NAD_binding_2
2124	QCC75978.1	110319.CF8_3799	9.78e-196	551.0	COG1195@1|root,COG1195@2|Bacteria,2GJCS@201174|Actinobacteria,4DNK0@85009|Propionibacteriales	it is required for DNA replication and normal SOS inducibility. RecF binds preferentially to single-stranded, linear DNA. It also seems to bind ATP	recF	GO:0000731,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016020,GO:0018130,GO:0019438,GO:0033554,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0071897,GO:0071944,GO:0090304,GO:1901360,GO:1901362,GO:1901576	ko:K03629	ko03440,map03440	ko00000,ko00001,ko03400	SMC_N
2124	QCC75979.1	196162.Noca_0005	5.07e-69	216.0	COG5512@1|root,COG5512@2|Bacteria,2GNQ4@201174|Actinobacteria,4DR8Q@85009|Propionibacteriales	Protein of unknown function (DUF721)	-	-	-	-	-	DUF721
2124	QCC75980.1	1283287.KB822575_gene768	2.62e-54	177.0	COG3266@1|root,COG3266@2|Bacteria,2GKZP@201174|Actinobacteria,4DR9G@85009|Propionibacteriales	Transmembrane domain of unknown function (DUF3566)	-	GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0005887,GO:0016020,GO:0016021,GO:0030312,GO:0031224,GO:0031226,GO:0044425,GO:0044459,GO:0044464,GO:0071944	-	-	-	DUF3566
2124	QCC75981.1	1121385.AQXW01000004_gene2050	3.04e-15	75.1	29HEG@1|root,344NX@2|Bacteria,2GR63@201174|Actinobacteria	-	-	-	-	-	-	-
2124	QCC75983.1	196162.Noca_0012	1.2e-85	263.0	COG3346@1|root,COG3346@2|Bacteria,2GMGB@201174|Actinobacteria	SURF1-like protein	-	-	-	-	-	SURF1
2124	QCC75984.1	110319.CF8_0006	8.15e-24	94.7	2DU0B@1|root,33NE2@2|Bacteria,2I3KC@201174|Actinobacteria,4DRTN@85009|Propionibacteriales	Domain of unknown function (DUF3817)	-	-	-	-	-	DUF3817
2124	QCC75985.1	196162.Noca_0014	3.14e-135	390.0	COG1752@1|root,COG1752@2|Bacteria,2GNBM@201174|Actinobacteria,4DQEF@85009|Propionibacteriales	Patatin-like phospholipase	-	-	ko:K07001	-	ko00000	Patatin
2124	QCC75986.1	1122609.AUGT01000020_gene982	2.8e-14	76.6	2DD1M@1|root,2ZG5Q@2|Bacteria,2GY83@201174|Actinobacteria	-	-	-	-	-	-	-
2124	QCC75987.1	1298863.AUEP01000009_gene201	5.4e-102	297.0	COG0652@1|root,COG0652@2|Bacteria,2IFUE@201174|Actinobacteria,4DQA4@85009|Propionibacteriales	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides	ppiA	GO:0000413,GO:0003674,GO:0003755,GO:0003824,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010035,GO:0010038,GO:0010039,GO:0016020,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0030312,GO:0036211,GO:0042221,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0071704,GO:0071944,GO:0140096,GO:1901564	ko:K03767,ko:K03768	ko01503,ko04217,map01503,map04217	ko00000,ko00001,ko01000,ko03110,ko04147	Pro_isomerase
2124	QCC75988.1	1122609.AUGT01000020_gene984	2.11e-37	135.0	COG0705@1|root,COG0705@2|Bacteria,2GJYG@201174|Actinobacteria,4DQ9T@85009|Propionibacteriales	Rhomboid family	yggP	-	ko:K19225	-	ko00000,ko01000,ko01002	Rhomboid,zf-B_box
2124	QCC75989.1	110319.CF8_0012	5.35e-66	204.0	2B4VD@1|root,31XN2@2|Bacteria,2IQ1E@201174|Actinobacteria,4DRBN@85009|Propionibacteriales	involved in cell division	crgA	-	-	-	-	CrgA
2124	QCC75990.1	196162.Noca_0021	1.59e-89	273.0	COG3879@1|root,COG3879@2|Bacteria,2GJ9Y@201174|Actinobacteria,4DRBX@85009|Propionibacteriales	Bacterial protein of unknown function (DUF881)	-	-	-	-	-	DUF881
2124	QCC75991.1	110319.CF8_0014	5.83e-233	663.0	COG0515@1|root,COG2815@1|root,COG0515@2|Bacteria,COG2815@2|Bacteria,2GJ1J@201174|Actinobacteria,4DNY6@85009|Propionibacteriales	serine threonine protein kinase	pknB	GO:0000270,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005488,GO:0005515,GO:0005575,GO:0005618,GO:0005623,GO:0006022,GO:0006023,GO:0006024,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008047,GO:0008150,GO:0008152,GO:0008360,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009605,GO:0009607,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010565,GO:0010698,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019216,GO:0019217,GO:0019222,GO:0019538,GO:0022603,GO:0022604,GO:0030145,GO:0030203,GO:0030234,GO:0030312,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032091,GO:0034645,GO:0036211,GO:0040007,GO:0042304,GO:0042546,GO:0042802,GO:0043085,GO:0043086,GO:0043167,GO:0043169,GO:0043170,GO:0043207,GO:0043388,GO:0043393,GO:0043412,GO:0044036,GO:0044038,GO:0044085,GO:0044092,GO:0044093,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044403,GO:0044419,GO:0044464,GO:0045717,GO:0045833,GO:0045922,GO:0046777,GO:0046872,GO:0046890,GO:0046914,GO:0048519,GO:0048523,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050896,GO:0051055,GO:0051098,GO:0051099,GO:0051100,GO:0051101,GO:0051128,GO:0051701,GO:0051704,GO:0051707,GO:0052173,GO:0052200,GO:0052564,GO:0052572,GO:0062012,GO:0062014,GO:0065007,GO:0065008,GO:0065009,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:0071944,GO:0075136,GO:0080090,GO:0098772,GO:0140096,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576	ko:K08884,ko:K12132	-	ko00000,ko01000,ko01001	PASTA,Pkinase
2124	QCC75992.1	196162.Noca_0023	6.1e-131	396.0	COG0515@1|root,COG0515@2|Bacteria,2GMPZ@201174|Actinobacteria,4DT9C@85009|Propionibacteriales	Protein tyrosine kinase	pknA	GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008360,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010565,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019216,GO:0019217,GO:0019222,GO:0019538,GO:0022603,GO:0022604,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0036211,GO:0040007,GO:0042304,GO:0043085,GO:0043086,GO:0043170,GO:0043388,GO:0043412,GO:0044092,GO:0044093,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0045717,GO:0045833,GO:0045922,GO:0046777,GO:0046890,GO:0048519,GO:0048523,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0051055,GO:0051098,GO:0051099,GO:0051101,GO:0051128,GO:0062012,GO:0062014,GO:0065007,GO:0065008,GO:0065009,GO:0071704,GO:0071944,GO:0080090,GO:0140096,GO:1901564	ko:K08884,ko:K12132	-	ko00000,ko01000,ko01001	PASTA,Pkinase
2124	QCC75993.1	935866.JAER01000017_gene4377	2.08e-218	616.0	COG0772@1|root,COG0772@2|Bacteria,2GJTI@201174|Actinobacteria,4DPN4@85009|Propionibacteriales	Belongs to the SEDS family	rodA	GO:0002682,GO:0002684,GO:0008150,GO:0009605,GO:0009607,GO:0009987,GO:0035821,GO:0043207,GO:0044003,GO:0044403,GO:0044419,GO:0048518,GO:0048583,GO:0048584,GO:0050776,GO:0050778,GO:0050789,GO:0050896,GO:0051301,GO:0051701,GO:0051704,GO:0051707,GO:0051817,GO:0052031,GO:0052173,GO:0052200,GO:0052255,GO:0052552,GO:0052553,GO:0052555,GO:0052556,GO:0052564,GO:0052572,GO:0065007,GO:0075136	ko:K03588	ko04112,map04112	ko00000,ko00001,ko02000,ko03036	FTSW_RODA_SPOVE
2124	QCC75994.1	196162.Noca_0027	1.06e-72	222.0	COG1716@1|root,COG1716@2|Bacteria,2GKA7@201174|Actinobacteria,4DQIX@85009|Propionibacteriales	Inner membrane component of T3SS, cytoplasmic domain	fhaB	GO:0005575,GO:0005576,GO:0005623,GO:0005886,GO:0006950,GO:0006979,GO:0008150,GO:0009987,GO:0016020,GO:0040007,GO:0044110,GO:0044116,GO:0044117,GO:0044119,GO:0044403,GO:0044419,GO:0044464,GO:0050896,GO:0051301,GO:0051704,GO:0071944	-	-	-	FHA,Yop-YscD_cpl
2124	QCC75995.1	1122609.AUGT01000020_gene993	4.69e-100	298.0	COG1716@1|root,COG1716@2|Bacteria,2GNU2@201174|Actinobacteria,4DQ6H@85009|Propionibacteriales	Protein of unknown function (DUF2662)	fhaA	GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0030312,GO:0044424,GO:0044444,GO:0044464,GO:0071944,GO:0097159,GO:1901363	-	-	-	DUF3662,FHA,Yop-YscD_cpl
2124	QCC75996.1	1048339.KB913029_gene1725	4.74e-67	225.0	COG0582@1|root,COG0582@2|Bacteria,2GISN@201174|Actinobacteria,4ESUR@85013|Frankiales	Phage integrase family	-	-	-	-	-	Phage_int_SAM_3,Phage_integrase
2124	QCC75997.1	1245475.ANAE01000201_gene1027	6.56e-06	50.1	2DD5D@1|root,2ZGKM@2|Bacteria,2GXD1@201174|Actinobacteria	-	-	-	-	-	-	HTH_17
2124	QCC75998.1	196162.Noca_2219	1.99e-79	238.0	COG1396@1|root,COG1396@2|Bacteria	sequence-specific DNA binding	-	-	ko:K00790	ko00520,ko00550,ko01100,map00520,map00550,map01100	ko00000,ko00001,ko01000,ko01011	HTH_3,HTH_31
2124	QCC75999.1	196162.Noca_2221	1.15e-177	497.0	COG1192@1|root,COG1192@2|Bacteria,2I57A@201174|Actinobacteria,4DS3J@85009|Propionibacteriales	Involved in chromosome partitioning	-	-	-	-	-	-
2124	QCC76000.1	196162.Noca_2222	2.6e-185	527.0	COG4962@1|root,COG4962@2|Bacteria,2GKKJ@201174|Actinobacteria,4DWY1@85009|Propionibacteriales	PFAM type II secretion system protein E	-	-	ko:K02283	-	ko00000,ko02035,ko02044	T2SSE
2124	QCC76001.1	196162.Noca_2223	1.13e-175	495.0	COG4965@1|root,COG4965@2|Bacteria,2GN6E@201174|Actinobacteria	type II secretion system	-	-	-	-	-	T2SSF
2124	QCC76002.1	196162.Noca_2224	5.94e-186	524.0	COG4965@1|root,COG4965@2|Bacteria,2I2Z3@201174|Actinobacteria,4DWY2@85009|Propionibacteriales	overlaps another CDS with the same product name	-	-	-	-	-	T2SSF
2124	QCC76003.1	196162.Noca_2226	3.39e-61	191.0	COG4961@1|root,COG4961@2|Bacteria,2I36X@201174|Actinobacteria,4DRYX@85009|Propionibacteriales	overlaps another CDS with the same product name	-	-	-	-	-	TadE
2124	QCC76004.1	196162.Noca_2229	1.68e-284	811.0	COG1652@1|root,COG3170@1|root,COG1652@2|Bacteria,COG3170@2|Bacteria,2I8YV@201174|Actinobacteria,4DRF1@85009|Propionibacteriales	Lysin motif	-	-	-	-	-	LysM
2124	QCC76005.1	196162.Noca_2229	0.0	962.0	COG1652@1|root,COG3170@1|root,COG1652@2|Bacteria,COG3170@2|Bacteria,2I8YV@201174|Actinobacteria,4DRF1@85009|Propionibacteriales	Lysin motif	-	-	-	-	-	LysM
2124	QCC76008.1	196162.Noca_2232	6.81e-52	171.0	2DQBY@1|root,335VN@2|Bacteria,2I3XT@201174|Actinobacteria,4DWYY@85009|Propionibacteriales	-	-	-	-	-	-	-
2124	QCC76009.1	196162.Noca_0410	3.7e-34	124.0	COG2020@1|root,COG2020@2|Bacteria,2IQKQ@201174|Actinobacteria,4DUR1@85009|Propionibacteriales	Phospholipid methyltransferase	-	-	-	-	-	PEMT
2124	QCC76011.1	926564.KI911686_gene5368	2.21e-68	209.0	COG0640@1|root,COG0640@2|Bacteria,2IMDE@201174|Actinobacteria,4F5RB@85017|Promicromonosporaceae	helix_turn_helix, Arsenical Resistance Operon Repressor	cmtR	GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0006355,GO:0008150,GO:0009889,GO:0010035,GO:0010038,GO:0010288,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0032791,GO:0042221,GO:0043167,GO:0043169,GO:0046686,GO:0046870,GO:0046872,GO:0046914,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097063,GO:0097159,GO:0140110,GO:1901363,GO:1903506,GO:2000112,GO:2001141	ko:K21885	-	ko00000,ko03000	HTH_20,HTH_5
2124	QCC76012.1	2045.KR76_21925	1.24e-95	285.0	COG4243@1|root,COG4243@2|Bacteria,2GMVK@201174|Actinobacteria,4DQH6@85009|Propionibacteriales	VKc	-	-	-	-	-	VKOR
2124	QCC76013.1	196162.Noca_2199	5e-133	384.0	COG0785@1|root,COG0785@2|Bacteria,2GJW3@201174|Actinobacteria,4DQD3@85009|Propionibacteriales	Cytochrome C biogenesis protein transmembrane region	ccdA	-	ko:K06196	-	ko00000,ko02000	DsbD
2124	QCC76014.1	397278.JOJN01000001_gene2912	2.76e-36	127.0	COG3682@1|root,COG3682@2|Bacteria,2IIIT@201174|Actinobacteria,4DSCQ@85009|Propionibacteriales	Penicillinase repressor	blaI	-	-	-	-	Penicillinase_R
