key	query	seed_ortholog	evalue	score	eggNOG_OGs	description	preferred_name	GOs	KEGG_ko	KEGG_pathway	brite	PFAMs
1080	KJV05746.1	1380394.JADL01000009_gene3437	4.81e-48	169.0	COG0747@1|root,COG0747@2|Bacteria,1MWR7@1224|Proteobacteria,2TS51@28211|Alphaproteobacteria,2JQFP@204441|Rhodospirillales	Bacterial extracellular solute-binding proteins, family 5 Middle	-	-	ko:K02035	ko02024,map02024	ko00000,ko00001,ko00002,ko02000	SBP_bac_5
1080	KJV05747.1	1158338.JNLJ01000005_gene1647	8.2e-08	55.8	COG1586@1|root,COG1586@2|Bacteria,2G4Q4@200783|Aquificae	Catalyzes the decarboxylation of S-adenosylmethionine to S-adenosylmethioninamine (dcAdoMet), the propylamine donor required for the synthesis of the polyamines spermine and spermidine from the diamine putrescine	-	-	ko:K01611	ko00270,ko00330,ko01100,map00270,map00330,map01100	ko00000,ko00001,ko00002,ko01000	AdoMet_dc
1080	KJV05748.1	713587.THITH_03405	3.38e-47	152.0	COG1669@1|root,COG1669@2|Bacteria,1N17I@1224|Proteobacteria,1SDT6@1236|Gammaproteobacteria	Nucleotidyltransferase domain	-	-	ko:K07075	-	ko00000	NTP_transf_2
1080	KJV05759.1	1121033.AUCF01000027_gene2699	8.34e-62	190.0	COG0051@1|root,COG0051@2|Bacteria,1RGWF@1224|Proteobacteria,2U95D@28211|Alphaproteobacteria,2JST1@204441|Rhodospirillales	Involved in the binding of tRNA to the ribosomes	rpsJ	-	ko:K02946	ko03010,map03010	br01610,ko00000,ko00001,ko00002,ko03011	Ribosomal_S10
1080	KJV05760.1	414684.RC1_0708	5.67e-43	154.0	COG0480@1|root,COG0480@2|Bacteria,1MUCV@1224|Proteobacteria,2TQVI@28211|Alphaproteobacteria,2JQXC@204441|Rhodospirillales	Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome	fusA	-	ko:K02355	-	ko00000,ko03012,ko03029	EFG_C,EFG_II,EFG_IV,GTP_EFTU,GTP_EFTU_D2
1080	KJV05774.1	1096546.WYO_4165	2.86e-104	310.0	COG1464@1|root,COG1464@2|Bacteria,1MUVY@1224|Proteobacteria,2TRCJ@28211|Alphaproteobacteria,1JUHW@119045|Methylobacteriaceae	NLPA lipoprotein	metQ	-	ko:K02073	ko02010,map02010	ko00000,ko00001,ko00002,ko02000	Lipoprotein_9
1080	KJV05778.1	269796.Rru_A1416	1.71e-06	48.9	COG4226@1|root,COG4226@2|Bacteria,1N2N5@1224|Proteobacteria,2UF09@28211|Alphaproteobacteria	protein encoded in hypervariable junctions of pilus gene clusters	-	-	-	-	-	HicB
1080	KJV05779.1	478741.JAFS01000001_gene1315	5.25e-33	120.0	COG1569@1|root,COG1569@2|Bacteria,46WFB@74201|Verrucomicrobia	PIN domain	-	-	-	-	-	PIN_3
1080	KJV05781.1	1207063.P24_09301	4.58e-70	212.0	COG0745@1|root,COG0745@2|Bacteria,1RD7E@1224|Proteobacteria,2U745@28211|Alphaproteobacteria,2JSCQ@204441|Rhodospirillales	COG0784 FOG CheY-like receiver	-	-	ko:K11443	ko02020,ko04112,map02020,map04112	ko00000,ko00001,ko00002,ko02022	Response_reg
1080	KJV05791.1	99598.Cal7507_3401	8.79e-16	77.4	COG5310@1|root,COG5310@2|Bacteria	Homospermidine synthase	hss	-	ko:K00808	ko00960,ko01110,map00960,map01110	ko00000,ko00001,ko01000	Sacchrp_dh_C,Sacchrp_dh_NADP
1080	KJV05818.1	1205680.CAKO01000007_gene4218	4.24e-103	308.0	COG3185@1|root,COG3185@2|Bacteria,1MUVZ@1224|Proteobacteria,2TRCC@28211|Alphaproteobacteria,2JQJ4@204441|Rhodospirillales	Hydroxyphenylpyruvate dioxygenase, HPPD, N-terminal	-	-	ko:K00457	ko00130,ko00350,ko00360,ko01100,map00130,map00350,map00360,map01100	ko00000,ko00001,ko00002,ko01000,ko04147	Glyoxalase,Glyoxalase_5
1080	KJV05819.1	240016.ABIZ01000001_gene4737	1.1e-61	195.0	COG3128@1|root,COG3128@2|Bacteria,46TZ2@74201|Verrucomicrobia,2IV45@203494|Verrucomicrobiae	Prolyl 4-hydroxylase alpha subunit homologues.	-	-	-	-	-	2OG-FeII_Oxy_3
1080	KJV05820.1	1316936.K678_13658	9.02e-67	220.0	COG3378@1|root,COG3378@2|Bacteria,1QV7H@1224|Proteobacteria,2TUB1@28211|Alphaproteobacteria,2JY68@204441|Rhodospirillales	Phage plasmid primase P4 family	-	-	-	-	-	-
1080	KJV05836.1	373994.Riv7116_4507	7.34e-09	57.4	COG0147@1|root,COG0512@1|root,COG0147@2|Bacteria,COG0512@2|Bacteria,1G3EP@1117|Cyanobacteria,1HIXA@1161|Nostocales	Anthranilate synthase component I, N terminal region	-	-	ko:K13503	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	ko00000,ko00001,ko00002,ko01000	Anth_synt_I_N,Chorismate_bind,GATase
1080	KJV05837.1	1205680.CAKO01000010_gene3952	1.76e-24	92.4	COG0267@1|root,COG0267@2|Bacteria,1N6QV@1224|Proteobacteria,2UF4D@28211|Alphaproteobacteria,2JTUV@204441|Rhodospirillales	Belongs to the bacterial ribosomal protein bL33 family	rpmG	-	ko:K02913	ko03010,map03010	br01610,ko00000,ko00001,ko00002,ko03011	Ribosomal_L33
1080	KJV05845.1	1122164.JHWF01000011_gene2474	1.5e-96	293.0	COG0037@1|root,COG0037@2|Bacteria,1NKHX@1224|Proteobacteria,1SZDS@1236|Gammaproteobacteria,1JGN0@118969|Legionellales	ATPase of the PP-loop superfamily implicated in cell cycle control	-	-	-	-	-	-
1080	KJV05847.1	402881.Plav_2543	3.05e-11	65.1	COG1256@1|root,COG1256@2|Bacteria,1MV2M@1224|Proteobacteria,2TV1B@28211|Alphaproteobacteria,1JPIW@119043|Rhodobiaceae	flagellar hook-associated protein	flgK	-	ko:K02396	ko02040,map02040	ko00000,ko00001,ko02035	Flg_bb_rod,Flg_bbr_C
1080	KJV05877.1	1137271.AZUM01000001_gene696	2.16e-06	50.1	COG3832@1|root,COG3832@2|Bacteria,2IHTJ@201174|Actinobacteria,4E53R@85010|Pseudonocardiales	PFAM Activator of Hsp90 ATPase homolog 1-like protein	-	-	-	-	-	AHSA1
1080	KJV05878.1	1227497.C491_21006	2.14e-24	96.3	COG0640@1|root,arCOG01681@2157|Archaea,2XYB2@28890|Euryarchaeota,23WKI@183963|Halobacteria	transcriptional	-	-	-	-	-	HTH_20
1080	KJV05881.1	207954.MED92_11169	2.06e-57	199.0	COG0642@1|root,COG2205@2|Bacteria,1NRP8@1224|Proteobacteria,1SKTW@1236|Gammaproteobacteria,1XH82@135619|Oceanospirillales	Histidine kinase	-	-	-	-	-	HATPase_c,HisKA,Response_reg
1080	KJV05910.1	1317118.ATO8_17545	1.96e-65	209.0	COG2189@1|root,COG2189@2|Bacteria,1MX9M@1224|Proteobacteria,2TSW9@28211|Alphaproteobacteria,4KM6M@93682|Roseivivax	Belongs to the N(4) N(6)-methyltransferase family	ccrM	-	ko:K13581	ko04112,map04112	ko00000,ko00001,ko01000,ko02048	N6_N4_Mtase
1080	KJV05918.1	1333998.M2A_3231	1.46e-49	172.0	COG0840@1|root,COG0840@2|Bacteria,1MU9B@1224|Proteobacteria,2TQR7@28211|Alphaproteobacteria,4BRE3@82117|unclassified Alphaproteobacteria	Methyl-accepting chemotaxis-like domains (chemotaxis sensory transducer).	-	-	ko:K03406	ko02020,ko02030,map02020,map02030	ko00000,ko00001,ko02035	MCPsignal,PAS_3,PAS_9
1080	KJV05931.1	1207063.P24_10980	8.94e-71	214.0	COG0745@1|root,COG0745@2|Bacteria,1RDNP@1224|Proteobacteria,2U7BP@28211|Alphaproteobacteria,2JS99@204441|Rhodospirillales	COG0784 FOG CheY-like receiver	-	-	ko:K03413	ko02020,ko02030,map02020,map02030	ko00000,ko00001,ko00002,ko02022,ko02035	Response_reg
1080	KJV05941.1	1041159.AZUW01000034_gene2822	3.03e-145	416.0	COG1175@1|root,COG1175@2|Bacteria,1MWXJ@1224|Proteobacteria,2TR77@28211|Alphaproteobacteria,4B84M@82115|Rhizobiaceae	ABC transporter (Permease	-	-	ko:K10118	ko02010,map02010	ko00000,ko00001,ko00002,ko02000	BPD_transp_1
1080	KJV05942.1	1121033.AUCF01000011_gene1781	3.68e-15	70.9	COG1366@1|root,COG1366@2|Bacteria,1NGGT@1224|Proteobacteria,2UHDV@28211|Alphaproteobacteria,2JUNC@204441|Rhodospirillales	COG1366 Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor)	-	-	ko:K20978	ko02020,ko02025,map02020,map02025	ko00000,ko00001	STAS,STAS_2
1080	KJV05943.1	582899.Hden_3319	8e-25	99.0	COG2917@1|root,COG2917@2|Bacteria,1NWIZ@1224|Proteobacteria,2U74X@28211|Alphaproteobacteria,3N6RF@45401|Hyphomicrobiaceae	probably involved in intracellular septation	ispZ	-	ko:K06190	-	ko00000	IspA
1080	KJV05944.1	667632.KB890219_gene543	1.37e-33	117.0	2DS95@1|root,33F2G@2|Bacteria,1NIC7@1224|Proteobacteria,2VXSC@28216|Betaproteobacteria,1KA70@119060|Burkholderiaceae	-	-	-	-	-	-	-
1080	KJV05945.1	667632.KB890219_gene544	6.56e-67	206.0	COG5378@1|root,COG5378@2|Bacteria,1PIIF@1224|Proteobacteria,2W75C@28216|Betaproteobacteria,1KDV4@119060|Burkholderiaceae	PIN domain	-	-	-	-	-	PIN_2
1080	KJV05957.1	1380394.JADL01000008_gene3652	3.32e-58	187.0	COG0586@1|root,COG0586@2|Bacteria,1R5SJ@1224|Proteobacteria,2UG7E@28211|Alphaproteobacteria,2JTHD@204441|Rhodospirillales	SNARE associated Golgi protein	-	-	-	-	-	SNARE_assoc
1080	KJV05973.1	1121033.AUCF01000001_gene2290	1.14e-141	403.0	COG0152@1|root,COG0152@2|Bacteria,1MUR9@1224|Proteobacteria,2TR8D@28211|Alphaproteobacteria,2JPK8@204441|Rhodospirillales	Belongs to the SAICAR synthetase family	purC	-	ko:K01923	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	ko00000,ko00001,ko00002,ko01000	SAICAR_synt
1080	KJV05992.1	1120999.JONM01000002_gene860	2.8e-91	288.0	COG4178@1|root,COG4178@2|Bacteria,1MW09@1224|Proteobacteria,2VIMQ@28216|Betaproteobacteria,2KPYH@206351|Neisseriales	Psort location CytoplasmicMembrane, score 10.00	-	-	ko:K02471	ko02010,map02010	ko00000,ko00001,ko02000	ABC_membrane_2,ABC_tran
1080	KJV06024.1	331869.BAL199_03879	1.64e-57	180.0	COG0278@1|root,COG0278@2|Bacteria,1MZ4V@1224|Proteobacteria,2U9QB@28211|Alphaproteobacteria,4BQIQ@82117|unclassified Alphaproteobacteria	Belongs to the glutaredoxin family. Monothiol subfamily	grxC2	-	ko:K07390	-	ko00000,ko03029,ko03110	Glutaredoxin
1080	KJV06025.1	1217720.ALOX01000008_gene1818	3.14e-10	55.8	COG0271@1|root,COG0271@2|Bacteria,1R3MM@1224|Proteobacteria,2UBUW@28211|Alphaproteobacteria,2JTE0@204441|Rhodospirillales	Belongs to the BolA IbaG family	-	-	-	-	-	BolA
1080	KJV06041.1	1316936.K678_01676	9.65e-50	162.0	COG1666@1|root,COG1666@2|Bacteria,1RDTF@1224|Proteobacteria,2U7GR@28211|Alphaproteobacteria,2JS7W@204441|Rhodospirillales	Belongs to the UPF0234 family	-	-	ko:K09767	-	ko00000	DUF520
1080	KJV06053.1	1122135.KB893169_gene2556	5.06e-81	257.0	COG0747@1|root,COG0747@2|Bacteria,1MUZH@1224|Proteobacteria,2TR1D@28211|Alphaproteobacteria	ABC-type dipeptide transport system periplasmic component	dppA	GO:0003674,GO:0005488,GO:0005575,GO:0005623,GO:0006457,GO:0006810,GO:0006857,GO:0008150,GO:0009987,GO:0015833,GO:0020037,GO:0030288,GO:0030313,GO:0031975,GO:0033218,GO:0042277,GO:0042597,GO:0042886,GO:0042938,GO:0044464,GO:0046906,GO:0048037,GO:0051179,GO:0051234,GO:0061077,GO:0071702,GO:0071705,GO:0097159,GO:1901363	ko:K12368	ko02010,ko02030,map02010,map02030	ko00000,ko00001,ko00002,ko02000	SBP_bac_5
1080	KJV06061.1	187303.BN69_3123	1.09e-46	159.0	COG0523@1|root,COG0523@2|Bacteria,1MVZV@1224|Proteobacteria,2TQWN@28211|Alphaproteobacteria,36XF5@31993|Methylocystaceae	Cobalamin synthesis protein cobW C-terminal domain	cobW	-	ko:K02234	-	ko00000,ko00001	CobW_C,cobW
1080	KJV06098.1	1430440.MGMSRv2_0145	8.25e-69	208.0	COG0347@1|root,COG0347@2|Bacteria,1RGWK@1224|Proteobacteria,2U73Z@28211|Alphaproteobacteria,2JS4R@204441|Rhodospirillales	Belongs to the P(II) protein family	glnB	GO:0003674,GO:0006808,GO:0008150,GO:0030234,GO:0050789,GO:0050790,GO:0065007,GO:0065009,GO:0098772	ko:K04751	ko02020,map02020	ko00000,ko00001	P-II
1080	KJV06099.1	1150469.RSPPHO_03033	1.82e-36	134.0	COG0174@1|root,COG0174@2|Bacteria,1MUGQ@1224|Proteobacteria,2TSCR@28211|Alphaproteobacteria,2JPN8@204441|Rhodospirillales	glutamine synthetase	glnA	-	ko:K01915	ko00220,ko00250,ko00630,ko00910,ko01100,ko01120,ko01230,ko02020,ko04217,ko04724,ko04727,map00220,map00250,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727	ko00000,ko00001,ko01000,ko04147	Gln-synt_C,Gln-synt_N
1080	KJV06127.1	376733.IT41_05505	9.69e-07	54.3	COG3203@1|root,COG3203@2|Bacteria,1MX5Q@1224|Proteobacteria,2UA49@28211|Alphaproteobacteria,2PW8B@265|Paracoccus	Gram-negative porin	-	-	ko:K08720	ko01501,ko05111,map01501,map05111	ko00000,ko00001,ko02000	Porin_4
1080	KJV06132.1	1150469.RSPPHO_02640	7.92e-22	95.5	COG2984@1|root,COG2984@2|Bacteria	ABC transporter substrate binding protein	CP_0258	-	ko:K01989	-	ko00000,ko00002,ko02000	ABC_sub_bind
1080	KJV06141.1	1279038.KB907337_gene482	1.61e-73	231.0	COG4663@1|root,COG4663@2|Bacteria,1MVMD@1224|Proteobacteria,2TS4J@28211|Alphaproteobacteria,2JPP5@204441|Rhodospirillales	Part of the tripartite ATP-independent periplasmic (TRAP) transport system	-	-	-	-	-	DctP
1080	KJV06142.1	375286.mma_1137	6.53e-46	154.0	COG4665@1|root,COG4665@2|Bacteria,1RHBW@1224|Proteobacteria,2VRCB@28216|Betaproteobacteria,473MH@75682|Oxalobacteraceae	Tripartite ATP-independent periplasmic transporters, DctQ component	-	-	-	-	-	DctQ
1080	KJV06177.1	685778.AORL01000009_gene3265	3.88e-175	493.0	COG0208@1|root,COG0208@2|Bacteria,1MWUS@1224|Proteobacteria,2TS3X@28211|Alphaproteobacteria,2K1H7@204457|Sphingomonadales	Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides	nrdB	-	ko:K00526	ko00230,ko00240,ko01100,map00230,map00240,map01100	ko00000,ko00001,ko00002,ko01000,ko03400	Ribonuc_red_sm
1080	KJV06179.1	1238182.C882_0951	3.73e-25	97.4	COG2919@1|root,COG2919@2|Bacteria,1N8WI@1224|Proteobacteria,2UGEU@28211|Alphaproteobacteria,2JUA9@204441|Rhodospirillales	Septum formation initiator	-	-	-	-	-	DivIC
1080	KJV06187.1	1244869.H261_13294	3.86e-11	58.5	COG2963@1|root,COG2963@2|Bacteria,1MZ3D@1224|Proteobacteria,2UBSS@28211|Alphaproteobacteria,2JTFM@204441|Rhodospirillales	COG2801 Transposase and inactivated derivatives	-	-	ko:K07497	-	ko00000	HTH_Tnp_1
1080	KJV06201.1	1163617.SCD_n00297	8.18e-77	257.0	COG0841@1|root,COG0841@2|Bacteria,1MU48@1224|Proteobacteria,2VHZQ@28216|Betaproteobacteria	Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family	-	-	ko:K18303	-	ko00000,ko00002,ko01504,ko02000	ACR_tran
1080	KJV06208.1	1121033.AUCF01000027_gene2706	5.1e-43	147.0	COG0092@1|root,COG0092@2|Bacteria,1MUAI@1224|Proteobacteria,2TRZ2@28211|Alphaproteobacteria,2JQ8H@204441|Rhodospirillales	Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome, positioning it for translation	rpsC	-	ko:K02982	ko03010,map03010	br01610,ko00000,ko00001,ko00002,ko03011	KH_2,Ribosomal_S3_C
1080	KJV06209.1	1207063.P24_12796	3.62e-49	160.0	COG0091@1|root,COG0091@2|Bacteria,1RH0W@1224|Proteobacteria,2U96X@28211|Alphaproteobacteria,2JSMQ@204441|Rhodospirillales	The globular domain of the protein is located near the polypeptide exit tunnel on the outside of the subunit, while an extended beta-hairpin is found that lines the wall of the exit tunnel in the center of the 70S ribosome	rplV	-	ko:K02890	ko03010,map03010	br01610,ko00000,ko00001,ko00002,ko03011	Ribosomal_L22
1080	KJV06210.1	1207063.P24_12791	2.25e-59	183.0	COG0185@1|root,COG0185@2|Bacteria,1RGYX@1224|Proteobacteria,2U95S@28211|Alphaproteobacteria,2JSNF@204441|Rhodospirillales	Protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA	rpsS	-	ko:K02965	ko03010,map03010	br01610,ko00000,ko00001,ko00002,ko03011	Ribosomal_S19
1080	KJV06240.1	570952.ATVH01000001_gene904	2.79e-52	171.0	COG1522@1|root,COG1522@2|Bacteria,1RA2G@1224|Proteobacteria,2TTD9@28211|Alphaproteobacteria,2JS7R@204441|Rhodospirillales	helix_turn_helix ASNC type	-	-	-	-	-	AsnC_trans_reg,HTH_24
1080	KJV06244.1	543526.Htur_3223	3.56e-08	57.8	arCOG02365@1|root,arCOG02367@1|root,arCOG05183@1|root,arCOG02365@2157|Archaea,arCOG02367@2157|Archaea,arCOG05183@2157|Archaea,2Y7Z0@28890|Euryarchaeota,2410A@183963|Halobacteria	Histidine kinase-like ATPase domain	-	-	-	-	-	GAF,HATPase_c,PAS_9
1080	KJV06245.1	414684.RC1_0561	8.23e-17	75.1	COG0425@1|root,COG0425@2|Bacteria,1MZA5@1224|Proteobacteria,2UF3C@28211|Alphaproteobacteria,2JU9S@204441|Rhodospirillales	Belongs to the sulfur carrier protein TusA family	-	-	ko:K04085	ko04122,map04122	ko00000,ko00001,ko01000,ko03016	TusA
1080	KJV06266.1	1502851.FG93_02403	6.82e-43	147.0	COG1175@1|root,COG1175@2|Bacteria,1MVAZ@1224|Proteobacteria,2TRWF@28211|Alphaproteobacteria,3JUV5@41294|Bradyrhizobiaceae	Binding-protein-dependent transport system inner membrane component	MA20_44785	-	ko:K17322	ko02010,map02010	ko00000,ko00001,ko00002,ko02000	BPD_transp_1
