key	query	seed_ortholog	evalue	score	eggNOG_OGs	description	preferred_name	GOs	KEGG_ko	KEGG_pathway	brite	PFAMs
1027	OAH41080.1	1292020.H483_0116335	2.62e-282	772.0	COG0183@1|root,COG0183@2|Bacteria,2GJAC@201174|Actinobacteria	Belongs to the thiolase family	fadA1	-	ko:K00626	ko00071,ko00072,ko00280,ko00310,ko00362,ko00380,ko00620,ko00630,ko00640,ko00650,ko00720,ko00900,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,ko02020,map00071,map00072,map00280,map00310,map00362,map00380,map00620,map00630,map00640,map00650,map00720,map00900,map01100,map01110,map01120,map01130,map01200,map01212,map02020	ko00000,ko00001,ko00002,ko01000,ko04147	Thiolase_C,Thiolase_N
1027	OAH41081.1	1292020.H483_0116340	0.0	1299.0	COG1024@1|root,COG1250@1|root,COG1024@2|Bacteria,COG1250@2|Bacteria,2GJ50@201174|Actinobacteria	3-hydroxyacyl-CoA dehydrogenase	fadB	-	ko:K01782	ko00071,ko00280,ko00281,ko00310,ko00362,ko00380,ko00410,ko00640,ko00650,ko00903,ko00930,ko01040,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00071,map00280,map00281,map00310,map00362,map00380,map00410,map00640,map00650,map00903,map00930,map01040,map01100,map01110,map01120,map01130,map01200,map01212	ko00000,ko00001,ko00002,ko01000	3HCDH,3HCDH_N,ECH_1
1027	OAH41082.1	1404245.CGLY_05780	1.14e-281	789.0	COG1409@1|root,COG1409@2|Bacteria,2I8V1@201174|Actinobacteria,22M7M@1653|Corynebacteriaceae	phosphohydrolases	-	-	-	-	-	Metallophos,MetallophosC,MetallophosN,PQQ_2,PQQ_3
1027	OAH41083.1	1292020.H483_0116385	1.2e-245	678.0	COG1168@1|root,COG1168@2|Bacteria,2GJFQ@201174|Actinobacteria	Aminotransferase, class I	metC	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	ko:K14155	ko00270,ko00450,ko01100,ko01110,ko01230,map00270,map00450,map01100,map01110,map01230	ko00000,ko00001,ko01000,ko01007	Aminotran_1_2
1027	OAH41085.1	1292020.H483_0116395	2.65e-273	756.0	COG2223@1|root,COG2223@2|Bacteria,2GJ1I@201174|Actinobacteria	Major Facilitator	narK	-	ko:K02575	ko00910,map00910	ko00000,ko00001,ko00002,ko02000	MFS_1
1027	OAH41086.1	1292020.H483_0116405	2.12e-223	630.0	COG1251@1|root,COG1251@2|Bacteria,2GJ3U@201174|Actinobacteria	Belongs to the nitrite and sulfite reductase 4Fe-4S domain family	nasC	-	ko:K00360	ko00910,ko01120,map00910,map01120	ko00000,ko00001,ko00002,ko01000	Fer2_BFD,Pyr_redox_2
1027	OAH41087.1	1292020.H483_0108930	4.95e-58	182.0	COG2146@1|root,COG2146@2|Bacteria,2IQM4@201174|Actinobacteria	Nitrite reductase	nirD	-	ko:K00363	ko00910,ko01120,map00910,map01120	ko00000,ko00001,ko00002,ko01000	Rieske_2
1027	OAH41088.1	1292020.H483_0108925	0.0	1419.0	COG1251@1|root,COG1251@2|Bacteria,2GJ3U@201174|Actinobacteria	Belongs to the nitrite and sulfite reductase 4Fe-4S domain family	nirB	-	ko:K00362	ko00910,ko01120,map00910,map01120	ko00000,ko00001,ko00002,ko01000	Fer2_BFD,NIR_SIR,NIR_SIR_ferr,Pyr_redox_2
1027	OAH41089.1	1077144.AGFF01000024_gene501	1.98e-139	396.0	2DYZQ@1|root,32V6C@2|Bacteria,2IR9G@201174|Actinobacteria	Protein of unknown function (DUF3239)	-	-	-	-	-	DUF3239
1027	OAH41090.1	1077144.AGFF01000024_gene500	0.0	1056.0	COG1061@1|root,COG1061@2|Bacteria,2GIR9@201174|Actinobacteria	helicase	ercc3	-	ko:K10843	ko03022,ko03420,map03022,map03420	ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	ERCC3_RAD25_C,Helicase_C_3,ResIII
